Gene,Degree,Betweenness,Closeness,EigenCentrality,Eccentricity,ClosenessLatora,ClosenessResidual,Decay,Geokpath,Laplacian,Leverage,Lobby,Mnc,Semilocal,Topocoefficient,Kcore,ClusteringCoefficient,CrRatio,Class
USP22,21,52236.39647,1.45E-08,0.033891435,0.066666667,5699.380625,1591.836517,1145,6700,2710,-0.035697363,15,15,1527808,15.13953488,13,0.233333333,0.047619048,NotCR
TAOK1,1,0,1.45E-08,0.000199824,0.058823529,4284.895829,694.7824707,22,434,44,-0.909090909,1,1,13404,1,1,0,0,NotCR
TADA2A,18,39630.52391,1.45E-08,0.017721372,0.066666667,5685.278502,1578.311829,770,6963,1846,-0.221239632,16,13,822824,12.62650602,12,0.189542484,0,NotCR
CDC6,34,372738.8091,1.45E-08,0.029815214,0.066666667,5920.403064,1744.295746,1396,8499,3914,0.071887466,22,26,1568561,20.89217134,15,0.130124777,0,NotCR
RAB5C,12,27669.05693,1.45E-08,0.01059268,0.0625,5399.693702,1396.960312,486,5123,1104,-0.270629798,11,6,452987,11.15384615,8,0.075757576,0.083333333,CR
VPS25,12,462881.8823,1.45E-08,0.002968877,0.0625,5099.019171,1188.792343,214,3103,560,0.134709669,7,6,176421,10.24242424,5,0.136363636,0.083333333,NotCR
NMT1,1,0,1.45E-08,0.000923822,0.0625,4828.747274,1010.694931,77,1550,154,-0.974025974,1,1,71261,1,1,0,0,NotCR
PNPO,1,0,1.45E-08,0.000182135,0.0625,4425.433021,774.2849274,36,529,72,-0.944444444,1,1,16497,1,1,0,0,NotCR
DYNLL2,15,41084.05348,1.45E-08,0.00551704,0.066666667,5343.705336,1346.50235,373,4476,956,0.005308557,10,10,334352,13.21529745,9,0.095238095,0,NotCR
CA2,2,164.9181362,1.45E-08,0.006254292,0.0625,5265.52919,1299.598877,206,4288,414,-0.767727527,2,1,285571,2,2,0,0,NotCR
PSMC5,96,372987.3391,1.45E-08,0.160870507,0.066666667,6380.123019,2069.779541,5039,10622,19198,0.446809837,43,77,6825300,38.25182778,28,0.183552632,0.010416667,NotCR
G13,9,4767.068149,1.45E-08,0.00104401,0.0625,4778.837064,978.1795502,98,1622,268,0.038033486,6,1,74327,8.325,5,0,0,CR
PRKAR1A,21,104331.8935,1.45E-08,0.020300008,0.066666667,5750.927883,1624.866364,912,7207,2244,0.079333602,11,11,1060152,16.90011351,10,0.080952381,0,NotCR
EIF4A3,41,119927.1622,1.45E-08,0.08400376,0.066666667,5798.135304,1656.580292,2006,7029,5652,0.140856826,24,37,2557612,21.34676186,16,0.131707317,0,NotCR
P4HB,28,85994.54892,1.45E-08,0.047866245,0.066666667,6116.35106,1890.205444,2037,9392,4830,0.011900711,17,22,2498960,20.66100849,13,0.084656085,0,NotCR
USP14,52,100756.0328,1.45E-08,0.099228123,0.066666667,6112.257218,1873.947754,3285,9059,9222,0.038470251,40,44,4354823,21.82099721,28,0.387631976,0.038461538,NotCR
IMPA2,2,41.90773474,1.45E-08,6.28E-05,0.058823529,4064.266583,570.2908936,10,101,22,-0.25,2,1,4398,2,2,0,0,NotCR
NPC1,7,14170.32826,1.45E-08,0.014183327,0.0625,5379.387703,1385.596115,1699,4317,3440,-0.781469506,7,2,1791315,3.419087137,6,0.047619048,0.142857143,NotCR
PIK3C3,13,19069.55734,1.45E-08,0.012068896,0.0625,5500.407465,1451.583557,440,5575,1036,-0.115576154,9,8,549702,11.09004739,8,0.192307692,0.153846154,CR
GPX4,2,0,1.45E-08,0.001982236,0.0625,4867.833998,1032.082382,58,1734,118,-0.85,2,2,80237,1.785714286,2,1,0,NotCR
SGTA,71,819665.135,1.45E-08,0.039038982,0.066666667,6125.153016,1888.754852,1974,9415,8918,0.713168021,16,22,2414349,48.02265372,12,0.016498994,0.014084507,NotCR
G15,2,28.32507056,1.45E-08,0.000575248,0.0625,4536.63652,834.6904449,27,810,56,-0.715686275,2,1,29260,2,2,0,0,CR
RFX2,2,147.7489022,1.45E-08,4.49E-05,0.058823529,4102.542882,591.2443161,16,128,34,-0.555555556,2,1,4735,2,2,0,0,NotCR
PPAN,2,4.50645128,1.45E-08,0.009724554,0.0625,4988.58591,1118.088242,183,2585,368,-0.956755493,2,1,218049,1.798882682,2,0,0,NotCR
AP1M2,6,2732.841734,1.45E-08,0.008339127,0.0625,5471.227054,1437.703735,507,5405,1044,-0.663781354,6,4,575054,5.55511022,6,0.266666667,0,NotCR
PRDX2,14,42187.01594,1.45E-08,0.017057802,0.066666667,5582.010628,1508.332062,521,6113,1224,-0.109458294,9,10,651056,11.68986083,8,0.131868132,0.214285714,CR
RSEH2A,4,45134,1.45E-08,0.00374753,0.0625,5142.078064,1212.96936,142,3497,296,-0.272649573,3,2,160994,3.246376812,2,0.333333333,0,NotCR
TPM4,7,2381.810519,1.45E-08,0.006933974,0.066666667,5343.588273,1345.660309,322,4589,686,-0.556858982,7,6,354359,6.26433121,7,0.333333333,0,NotCR
AP1M1,24,63279.63565,1.45E-08,0.016934791,0.066666667,5809.80583,1670.998505,1275,7242,3102,0.066221802,15,8,1338828,20.81295547,12,0.043478261,0,NotCR
PGLS,1,0,1.45E-08,0.000322349,0.0625,4514.20599,826.4920502,129,776,258,-0.984496124,1,1,54850,1,1,0,0,NotCR
PSMC4,50,25112.70394,1.45E-08,0.112116068,0.066666667,6085.806785,1864.286194,3490,9086,9430,0.001535799,38,49,4597548,20.76184937,28,0.548571429,0,NotCR
PRMT1,60,240978.3459,1.45E-08,0.113955104,0.071428571,6231.300344,1952.72052,3187,9394,9914,0.32131388,30,40,4535442,34.09003215,18,0.047457627,0.016666667,NotCR
UBE2M,49,230819.8568,1.45E-08,0.072480117,0.066666667,6290.211169,2007.384247,2702,10543,7756,0.158534986,28,41,3432246,29.32589792,17,0.138605442,0.040816327,NotCR
SH3YL1,4,2556.785134,1.45E-08,0.005327191,0.066666667,5177.105192,1234.227448,186,3781,384,-0.495864662,4,1,262008,3.887640449,3,0,0,NotCR
RPS7,64,40121.9689,1.45E-08,0.575726005,0.066666667,6270.101213,1993.629852,5395,10356,14822,-0.013914323,50,62,8153981,19.56389567,36,0.50297619,0.015625,NotCR
TP53I3,3,5823.758727,1.45E-08,0.013440639,0.066666667,5393.803569,1377.68399,321,4920,648,-0.634900214,3,1,515030,2.847619048,3,0,0,NotCR
YPEL5,9,10522.00125,1.45E-08,0.004176214,0.0625,5081.765953,1171.878662,234,3052,540,-0.140963794,8,7,217954,6.659192825,7,0.416666667,0,NotCR
MSH6,31,392843.1512,1.45E-08,0.075122572,0.066666667,6294.253755,2012.622559,2839,10006,6608,-0.117985107,23,30,3687561,22.06555041,15,0.156989247,0,NotCR
NFU1,8,49707.9176,1.45E-08,0.002643763,0.0625,5177.759782,1243.810547,106,4078,268,0.144757493,5,1,113764,7.911111111,4,0,0,CR
TIA1,3,22600.22438,1.45E-08,0.003066235,0.066666667,4999.451043,1114.91275,100,2738,206,-0.391025641,3,1,146234,2.936170213,2,0,0,NotCR
ATP6V1B1,9,28041.97547,1.45E-08,0.000770329,0.058823529,4572.808241,866.7251892,82,1413,236,0.108807532,8,7,48689,5.704225352,6,0.194444444,0.222222222,CR
SUCLG1,3,351.8854122,1.45E-08,0.000120357,0.058823529,4186.841403,645.384697,26,387,58,-0.326797386,3,2,9711,2.727272727,2,0.333333333,0,NotCR
ACTR1B,11,18498.1108,1.45E-08,0.003439844,0.0625,5250.597758,1286.74231,216,4215,542,-0.100910496,8,10,168731,6.093137255,7,0.6,0,NotCR
TSGA10,4,467.4915772,1.45E-08,0.001288974,0.0625,4929.52866,1081.899078,130,2320,272,-0.636339586,4,1,101357,3.737704918,4,0,0,NotCR
EIF5B,4,546.9911038,1.45E-08,0.020614358,0.066666667,5509.703316,1460.998688,576,5539,1164,-0.906848773,4,1,797989,3.690140845,4,0,0,NotCR
SLC20A1,2,1405.706066,1.45E-08,0.003927382,0.058823529,5115.315989,1211.453278,585,2828,1172,-0.814709596,2,1,592691,1.996557659,2,0,0,NotCR
STAM2,24,130522.1635,1.45E-08,0.031711552,0.066666667,6061.77762,1849.521454,2463,8490,5478,-0.136740184,18,19,2714806,16.23007395,13,0.101449275,0,NotCR
DPP4,2,236.6992809,1.45E-08,0.001074013,0.058823529,4705.344816,945.1341248,113,1212,228,-0.758909853,2,1,127800,2,2,0,0.5,CR
FAP,7,48146.07469,1.45E-08,0.003741143,0.0625,5240.075294,1286.729736,133,4424,308,-0.022818571,5,1,177675,6.764705882,4,0,0.142857143,CR
HAT1,28,383473.5485,1.45E-08,0.03176924,0.066666667,5867.353791,1702.378906,1645,7736,4046,-0.138305019,22,24,1794780,15.29164087,15,0.198412698,0,NotCR
ATIC,2,136.0243671,1.45E-08,0.002739573,0.0625,4995.307834,1116.558105,123,2484,248,-0.760536398,2,1,143939,1.983193277,2,0,0,NotCR
RPL37A,66,123418.8587,1.45E-08,0.606397748,0.066666667,6330.375111,2040.487305,6026,10177,16342,0.003284992,53,65,9065880,23.86809867,36,0.567832168,0.015151515,NotCR
HDLBP,8,28724.67092,1.45E-08,0.030352259,0.066666667,5735.078588,1613.810303,864,7032,1784,-0.501356671,8,3,1166376,7.118405627,7,0.107142857,0,NotCR
IDH3B,2,15779.34626,1.45E-08,0.012690044,0.066666667,5422.770055,1404.226227,430,5148,862,-0.495327103,2,1,618660,2,2,0,0,NotCR
ACSS1,1,0,1.45E-08,0.000166023,0.0625,4504.962025,819.0733185,45,515,90,-0.955555556,1,1,19417,1,1,0,0,NotCR
SLC32A1,1,0,1.45E-08,0.000114251,0.058823529,4276.50457,687.5650635,12,262,24,-0.833333333,1,1,8118,1,1,0,0,NotCR
ADA,1,0,1.45E-08,6.70E-05,0.058823529,4194.502441,644.1148682,8,122,16,-0.75,1,1,6762,1,1,0,1,NotCR
RPS21,15,123.8895954,1.45E-08,0.160577168,0.0625,5464.293873,1444.675049,1241,5922,2692,-0.600787853,15,15,1895251,4.41680261,14,0.80952381,0,NotCR
GART,4,7982.596159,1.45E-08,0.008552482,0.0625,5121.26477,1202.98912,222,3162,456,-0.171473708,3,1,282508,4,3,0,0.25,NotCR
GZ,3,602.9041882,1.45E-08,7.65E-05,0.058823529,4241.446825,673.7568359,33,416,72,-0.46031746,3,1,11027,2.888888889,3,0,0,CR
SLC25A17,1,0,1.45E-08,0.000172849,0.058823529,4455.462984,802.8202515,29,995,58,-0.931034483,1,1,21298,1,1,0,0,NotCR
CYB5R3,4,1178.285937,1.45E-08,0.001318436,0.0625,4850.675051,1035.817551,132,2082,276,-0.738538539,4,2,97587,3.80952381,4,0.166666667,0,NotCR
MAPK12,6,3009.103393,1.45E-08,0.001613709,0.0625,4837.12819,1020.68129,117,2064,264,-0.403852726,6,1,94763,5.542857143,5,0,0,NotCR
SACM1L,4,292.1276682,1.45E-08,0.004346008,0.0625,5181.532449,1244.567307,455,3314,922,-0.715848674,4,4,485034,3.76940133,4,0.666666667,0,NotCR
PRKAR2A,23,82676.19171,1.45E-08,0.005859796,0.0625,5346.782834,1356.687744,453,4857,1412,0.258167088,12,15,355496,16.97877358,10,0.158102767,0,NotCR
GPX1,4,1536.971776,1.45E-08,0.003523002,0.0625,5053.137209,1152.95195,112,2813,236,-0.364328424,4,2,171453,3.547169811,3,0.166666667,0,NotCR
GI2,16,114418.6842,1.45E-08,0.00546206,0.0625,5342.15941,1345.438843,416,4288,1072,0.202937846,9,8,311617,14.40816327,7,0.066666667,0.0625,CR
TWF2,3,1208.031994,1.45E-08,0.003628993,0.0625,5090.871759,1181.437256,224,2933,454,-0.89952381,3,2,188223,2.904545455,3,0.333333333,0,NotCR
SUCLG2,3,4046.39069,1.45E-08,0.000113695,0.0625,4316.408559,710.4828644,24,273,54,-0.161403509,3,1,11527,3,2,0,0,NotCR
TMF1,5,7355.051993,1.45E-08,0.012660678,0.066666667,5551.147219,1492.145599,861,5602,1742,-0.783524948,5,1,991008,4.441833137,5,0,0,NotCR
CHMP2B,2,87.86685243,1.45E-08,0.000722571,0.0625,4604.66792,881.8849945,37,1344,76,-0.606060606,2,1,31155,2,2,0,0,NotCR
GSK3B,101,995861.7741,1.45E-08,0.174099845,0.066666667,6590.092879,2211.908905,5631,10795,21362,0.471254269,40,78,7834808,51.22444162,18,0.038019802,0.01980198,NotCR
RAB6B,2,167.341971,1.45E-08,0.000132598,0.0625,4344.777826,726.0069122,29,364,60,-0.728070175,2,1,17542,2,2,0,0,NotCR
PLS1,1,0,1.45E-08,0.000650693,0.0625,4692.454031,924.3933868,36,1053,72,-0.944444444,1,1,32449,1,1,0,0,NotCR
TBL1XR1,15,7547.897056,1.45E-08,0.035380883,0.066666667,5774.324426,1643.347412,1112,7403,2434,-0.418513637,15,13,1570544,10.89041096,13,0.276190476,0,NotCR
USP13,19,39929.67842,1.45E-08,0.033220648,0.066666667,5923.580697,1754.455414,1524,8148,3390,-0.323942176,17,10,1846832,14.934,13,0.105263158,0,NotCR
DCUN1D1,21,18644.71794,1.45E-08,0.035202735,0.066666667,5777.286602,1643.303436,1576,6997,3572,-0.355916353,19,18,1831611,12.62435567,15,0.323809524,0,NotCR
ALG3,2,791.9397455,1.45E-08,0.004049799,0.0625,5098.969845,1193.481857,473,2695,948,-0.884512521,2,1,501242,1.987206823,2,0,0,NotCR
RPL35A,16,48412.9186,1.45E-08,0.048349776,0.0625,5936.128036,1783.601318,1954,8224,4148,-0.354997686,14,12,2632758,12.82316443,13,0.133333333,0,NotCR
TADA2B,5,0,1.45E-08,0.003666755,0.0625,4997.657509,1118.742432,172,2494,364,-0.705397791,5,5,181891,3.083832335,5,1,0,NotCR
PPAT,2,60.47124652,1.45E-08,0.000606156,0.0625,4669.341199,912.5401764,29,1041,60,-0.586666667,2,1,23838,2,2,0,0,CR
HNRNPDL,15,6670.593158,1.45E-08,0.032490207,0.0625,5558.702764,1499.329041,1080,5753,2370,-0.509539298,14,14,1373161,9.741541353,13,0.333333333,0,NotCR
PDHA2,1,0,1.45E-08,0.000333894,0.0625,4446.702466,785.61409,21,553,42,-0.904761905,1,1,17320,1,1,0,0,NotCR
RPL34,6,2012.062067,1.45E-08,0.040530466,0.066666667,5653.967963,1564.48941,652,6927,1334,-0.805727551,6,3,939381,4.99222395,6,0.133333333,0,NotCR
MAD2L1,28,112708.6729,1.45E-08,0.021363462,0.066666667,5877.478838,1710.412476,1168,7926,3092,0.036639291,18,18,1229486,20.92579505,13,0.132275132,0,NotCR
SLC25A31,1,0,1.45E-08,0.000479192,0.058823529,4576.432917,860.3038025,49,979,98,-0.959183673,1,1,33340,1,1,0,0,NotCR
SMARCA5,29,83243.71251,1.45E-08,0.075686758,0.066666667,5993.122838,1795.795166,2528,8024,5868,-0.093514415,20,25,3426060,17.12104208,16,0.128078818,0.068965517,CR
LSM6,29,124716.5769,1.45E-08,0.0281078,0.0625,5894.25769,1750.236572,2139,7723,5090,-0.045408198,21,28,2601381,21.06590801,13,0.362068966,0,NotCR
RPS3A,79,30935.81375,1.45E-08,0.690456798,0.066666667,6255.72661,1980.118134,5753,10374,17668,0.131252944,56,79,8940362,20.68981318,36,0.497890295,0.012658228,NotCR
SDHA,16,65428.97982,1.45E-08,0.006199207,0.066666667,5409.052198,1398.64151,331,5460,902,0.06750368,11,7,341704,12.2875817,9,0.05,0.0625,NotCR
ZNF622,7,7912.231974,1.45E-08,0.009045753,0.066666667,5382.37929,1374.042145,219,5118,480,-0.35547997,7,2,288335,6.797101449,6,0.047619048,0,NotCR
NUP155,12,28969.05402,1.45E-08,0.038743733,0.0625,5870.009979,1723.824158,3160,7426,6452,-0.822685636,12,6,3477218,5.465308721,11,0.075757576,0,NotCR
GPX8,2,70.0539709,1.45E-08,0.000349439,0.058823529,4416.803107,769.2452698,46,553,94,-0.777777778,2,1,35516,2,2,0,0,NotCR
SGTB,8,10252.08152,1.45E-08,0.002302868,0.0625,4926.831675,1085.572617,85,2725,226,0.084088556,5,1,99864,6.956521739,4,0,0,NotCR
BTF3,7,3419.736896,1.45E-08,0.023331245,0.066666667,5604.986919,1523.950562,745,6092,1532,-0.514636704,7,1,998315,6.272229822,6,0,0,NotCR
CHD1,18,44719.54063,1.45E-08,0.024090838,0.0625,5812.720127,1683.777222,2074,6799,4454,-0.441464396,18,16,2617552,13.22395326,14,0.333333333,0,NotCR
HSD17B4,5,8785.703475,1.45E-08,0.011213936,0.0625,5211.633781,1261.183945,312,3610,644,-0.52819321,5,2,354395,4.820261438,4,0.2,0,NotCR
RAD50,32,398744.0839,1.45E-08,0.058625587,0.071428571,6053.588584,1832.847778,1788,9153,4568,0.014364694,22,20,2518909,20.55314286,15,0.149193548,0,NotCR
SLC25A48,1,0,1.45E-08,0.00050257,0.0625,4667.278717,915.5070343,73,953,146,-0.97260274,1,1,52470,1,1,0,0,NotCR
RPL26L1,13,313.4125911,1.45E-08,0.128186021,0.0625,5512.434277,1477.177002,1129,6144,2414,-0.667752412,13,13,1690853,5.323476703,13,0.717948718,0,NotCR
PRELID1,1,0,1.45E-08,6.39E-05,0.058823529,4127.507312,603.1556396,4,108,8,-0.5,1,1,3384,1,1,0,0,NotCR
HNRNPAB,16,19656.09382,1.45E-08,0.069437269,0.066666667,5919.858167,1744.802124,2062,7679,4364,-0.586954333,16,15,2839848,10.28850856,14,0.266666667,0,NotCR
HSPA1L,9,3814.329071,1.45E-08,0.049808767,0.066666667,5898.396703,1735.40799,1380,8113,2832,-0.767721973,9,9,2009212,6.971553611,9,0.444444444,0,NotCR
HSPA1A,54,553553.41,1.45E-08,0.145793151,0.066666667,6558.885212,2196.106201,4694,11265,12250,0.03265965,37,45,6438804,29.65277478,18,0.088050314,0.037037037,NotCR
RPS18,27,8630.481634,1.45E-08,0.259204432,0.066666667,5674.577703,1579.606842,1988,7260,4678,-0.400190037,26,25,3034607,6.84992343,22,0.715099715,0,NotCR
FBXO9,2,0,1.45E-08,0.006238064,0.0625,5277.389655,1300.703796,347,3905,696,-0.976355014,2,2,347848,1.576811594,2,1,0,NotCR
COQ3,6,10970.46225,1.45E-08,0.003958107,0.058823529,5043.025363,1171.290619,282,3352,594,-0.069221577,5,6,310272,5.630434783,4,0.466666667,0,NotCR
SNX3,10,72059.14561,1.45E-08,0.024995414,0.066666667,5940.43131,1764.833588,2227,8062,4544,-0.63216116,10,2,2402904,5.730438716,7,0.044444444,0,NotCR
FIG4,2,0,1.45E-08,0.000338295,0.0625,4698.526636,945.753006,50,1610,102,-0.623188406,2,2,26041,1.916666667,2,1,0,NotCR
AMD1,4,25392.42553,1.45E-08,0.007106828,0.0625,5357.724727,1382.519882,916,4734,1844,-0.502073487,4,1,984021,3.810572687,3,0,0.25,NotCR
STX7,19,23654.93784,1.45E-08,0.010210893,0.0625,5431.667877,1416.417908,1393,4451,3128,-0.082479343,13,19,1322570,12.0720524,10,0.292397661,0,NotCR
MTHFD1L,3,411.5542175,1.45E-08,0.002084964,0.0625,4905.365865,1066.172638,108,2150,222,-0.753396029,3,1,103601,2.970588235,3,0,0,NotCR
PRKAR1B,4,0,1.45E-08,0.00165097,0.0625,4824.35687,1008.723007,96,1909,204,-0.660155039,4,4,94001,2.695652174,4,1,0,NotCR
G12,3,3315.840971,1.45E-08,0.008496588,0.0625,5321.83766,1329.750305,276,4401,558,-0.639455782,3,2,379285,2.845588235,3,0.333333333,0,CR
PMS2,9,1932.571907,1.45E-08,0.025502812,0.066666667,5752.589968,1628.243073,902,7261,1876,-0.569739841,9,9,1225920,7.155655095,8,0.527777778,0,NotCR
DBNL,8,30809.72165,1.45E-08,0.00513842,0.0625,5435.6039,1420.414291,307,5525,670,-0.354659342,8,2,290755,7.590443686,7,0.035714286,0,NotCR
GI1,15,47563.05636,1.45E-08,0.00160719,0.0625,4930.612945,1075.262329,224,2311,658,0.238998625,8,11,102998,11.48780488,6,0.104761905,0.066666667,CR
FIS1,11,18393.00732,1.45E-08,0.002175645,0.0625,5244.766404,1291.254623,184,4252,478,0.007986614,7,4,136966,10.14880952,6,0.090909091,0,NotCR
UBE2H,5,4077.540636,1.45E-08,0.001470064,0.0625,5032.503875,1145.570175,100,2808,220,-0.351275917,5,2,90630,4.347826087,4,0.1,0,NotCR
AKR1B1,2,127.0674361,1.45E-08,0.001481395,0.058823529,4712.452428,955.1907654,182,1617,366,-0.702986279,2,1,182502,1.988764045,2,0,0,NotCR
AKR1B10,1,0,1.45E-08,0.000327551,0.0625,4388.754883,747.30867,8,576,16,-0.75,1,1,12409,1,1,0,0,NotCR
ATP6V0A4,1,0,1.45E-08,6.76E-05,0.058823529,4027.353268,558.0568848,7,107,14,-0.714285714,1,1,4410,1,1,0,0,NotCR
PDIA4,15,21738.82021,1.45E-08,0.014148204,0.0625,5492.289702,1459.080017,1562,4922,3334,-0.359175874,13,8,1603321,9.058441558,11,0.066666667,0,NotCR
DPP6,1,0,1.45E-08,8.26E-06,0.058823529,3791.592779,440.8904953,8,36,16,-0.75,1,1,941,1,1,0,0,CR
ATP6V1B2,13,19228.18863,1.45E-08,0.006498248,0.0625,5238.126845,1285.032959,269,4266,694,0.040665794,9,7,281107,10.36904762,6,0.141025641,0.153846154,CR
BIN3,1,0,1.45E-08,6.28E-06,0.058823529,3802.035987,442.5914993,5,33,10,-0.6,1,1,1002,1,1,0,0,NotCR
ELP3,12,11682.60061,1.45E-08,0.002655069,0.0625,5123.994074,1213.820297,213,3686,558,-0.023626904,8,10,176302,8.984924623,6,0.318181818,0,NotCR
TRAM1,3,1258.442988,1.45E-08,0.015110792,0.066666667,5482.146118,1438.21228,445,5507,896,-0.89488651,3,2,616223,2.761904762,3,0.333333333,0,NotCR
ATP6V0D2,1,0,1.45E-08,0.000985396,0.0625,4520.341092,823.2946472,31,781,62,-0.935483871,1,1,42292,1,1,0,0,CR
TPM2,9,27808.66767,1.45E-08,0.003721822,0.0625,5301.521769,1333.689316,297,4602,666,-0.336957003,8,3,236406,8.425531915,7,0.055555556,0,NotCR
ALDH1B1,3,704.0163992,1.45E-08,0.013273127,0.066666667,5441.243468,1416.91568,447,5275,900,-0.652480852,3,2,641991,2.972911964,3,0.333333333,0,NotCR
PRKACG,1,0,1.45E-08,5.20E-05,0.058823529,4069.054534,575.0633545,8,113,16,-0.75,1,1,4412,1,1,0,0,NotCR
POLE3,9,1260.438329,1.45E-08,0.002592904,0.0625,4838.561441,1019.166016,106,2133,284,0.005856713,7,6,107919,6.494845361,6,0.222222222,0.111111111,NotCR
RPL35,27,802.5776662,1.45E-08,0.253030142,0.066666667,5684.417555,1578.053741,1832,7013,4366,-0.352898656,25,27,2938372,6.985595568,23,0.638176638,0.037037037,NotCR
PPP6C,22,34648.18012,1.45E-08,0.042982721,0.066666667,5993.197364,1800.135406,1394,9032,3250,-0.042677382,15,16,1933718,16.6165084,10,0.168831169,0,NotCR
SLC2A8,2,7.508844655,1.45E-08,0.000726975,0.0625,4632.75955,895.3217621,47,1356,96,-0.814393939,2,1,47721,1.627906977,2,0,0,CR
RPL12,56,6365.939675,1.45E-08,0.573262555,0.066666667,6101.827367,1876.577667,4530,9722,12140,-0.112314457,51,56,7068768,14.24407689,36,0.724025974,0.017857143,NotCR
MAN1B1,1,0,1.45E-08,0.000304421,0.058823529,4375.61779,744.2970276,35,443,70,-0.942857143,1,1,28552,1,1,0,0,NotCR
SLC25A6,7,4914.45052,1.45E-08,0.020600299,0.066666667,5572.424204,1507.17807,704,6005,1450,-0.746782609,7,1,794932,6.502898551,7,0,0,NotCR
TBL1X,15,4220.903103,1.45E-08,0.036708493,0.066666667,5771.60785,1643.783478,1072,7466,2354,-0.41089675,15,14,1548191,11.12215909,13,0.314285714,0,NotCR
PRPS2,6,8736.9288,1.45E-08,0.003186796,0.0625,5148.680318,1223.218613,216,3483,462,-0.228725407,5,5,185815,5.626794258,4,0.333333333,0,NotCR
RBBP7,71,259741.2884,1.45E-08,0.123883289,0.066666667,6272.973982,1989.128296,3787,9994,12544,0.368823663,29,69,5188291,32.25013463,18,0.143661972,0.042253521,NotCR
PDHA1,33,40359.74652,1.45E-08,0.018965763,0.066666667,5697.543359,1597.35733,857,7590,2770,0.221582665,20,27,952198,17.79095355,13,0.096590909,0.121212121,NotCR
USP27X,3,528.8444409,1.45E-08,0.008106843,0.066666667,5448.447869,1415.733551,428,5056,862,-0.86709062,3,2,501534,2.936320755,3,0.333333333,0,NotCR
TEX11,23,100288.9777,1.45E-08,0.006734312,0.066666667,5372.064463,1369.855621,351,5238,1208,0.411213207,11,1,356756,20.73770492,10,0,0,NotCR
RPS4X,83,36987.65763,1.45E-08,0.734990373,0.066666667,6386.23063,2072.26416,6695,10952,20196,0.10905909,58,83,10376661,23.034634,36,0.483103144,0.012048193,NotCR
MAGT1,13,10695.29526,1.45E-08,0.023948675,0.0625,5523.780826,1482.63298,2899,4925,5954,-0.654607189,13,13,3058329,4.977477477,12,0.294871795,0,NotCR
PRPS1,10,13995.23672,1.45E-08,0.003893701,0.0625,5211.111307,1266.438095,269,4143,628,-0.154423999,7,5,244007,8.818897638,6,0.111111111,0,NotCR
PLS3,1,0,1.45E-08,0.000650693,0.0625,4692.454031,924.3933868,36,1053,72,-0.944444444,1,1,32449,1,1,0,0,NotCR
SMARCA1,7,464.4570071,1.45E-08,0.012545086,0.066666667,5257.052467,1280.140503,424,3777,890,-0.626987677,7,7,540107,5.153477218,7,0.571428571,0,CR
IDH3G,2,31.23461999,1.45E-08,0.000259407,0.0625,4477.150914,802.3706818,8,603,18,-0.166666667,2,1,9208,2,2,0,0,NotCR
VBP1,14,6494.869265,1.45E-08,0.016969663,0.066666667,5518.916977,1459.457245,615,5439,1412,-0.12264987,12,11,784044,11.9632107,9,0.263736264,0.142857143,NotCR
