Gene,Adipose...Subcutaneous,Adipose...Visceral..Omentum.,Adrenal.Gland,Artery...Aorta,Artery...Coronary,Artery...Tibial,Bladder,Brain...Amygdala,Brain...Anterior.cingulate.cortex..BA24.,Brain...Caudate..basal.ganglia.,Brain...Cerebellar.Hemisphere,Brain...Cerebellum,Brain...Cortex,Brain...Frontal.Cortex..BA9.,Brain...Hippocampus,Brain...Hypothalamus,Brain...Nucleus.accumbens..basal.ganglia.,Brain...Putamen..basal.ganglia.,Brain...Spinal.cord..cervical.c.1.,Brain...Substantia.nigra,Breast...Mammary.Tissue,Cells...Cultured.fibroblasts,Cells...EBV.transformed.lymphocytes,Cervix...Ectocervix,Cervix...Endocervix,Colon...Sigmoid,Colon...Transverse,Esophagus...Gastroesophageal.Junction,Esophagus...Mucosa,Esophagus...Muscularis,Fallopian.Tube,Heart...Atrial.Appendage,Heart...Left.Ventricle,Kidney...Cortex,Kidney...Medulla,Liver,Lung,Minor.Salivary.Gland,Muscle...Skeletal,Nerve...Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin...Not.Sun.Exposed..Suprapubic.,Skin...Sun.Exposed..Lower.leg.,Small.Intestine...Terminal.Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole.Blood,Class
SMN2,2.78741,2.90646,1.99181,3.25527,3.03111,3.22148,2.87396,2.04648,1.89542,1.7305,4.1609,3.29092,1.83969,2.60107,2.01288,2.32338,1.90446,1.66946,2.63984,1.79955,3.21451,3.47812,4.20911,4.92318,3.19163,3.27912,2.34869,2.99366,2.4359,2.64532,1.61585,1.22761,0.787209,1.37513,2.01268,1.75951,2.94989,2.05154,1.48464,4.12732,4.90713,1.3002,4.16784,3.89314,2.48784,2.50545,2.15845,3.1591,1.80597,4.53297,3.834,4.42378,3.65861,0.367105,NotCR
AP3B1,20.4833,16.2743,15.3787,22.0984,19.8742,23.3611,17.725,6.53782,5.02861,7.05199,6.16208,6.34561,5.88497,6.07297,6.17097,7.85373,7.03152,6.71282,12.2484,8.67033,18.2924,43.3215,31.1324,19.9558,19.3622,15.1772,15.808,14.5805,21.8848,15.7493,18.4756,8.15657,5.39794,10.6053,12.7443,3.8351,17.9985,20.6587,6.6588,21.2027,14.4832,7.08694,25.7068,13.6397,16.5319,18.9903,16.1087,15.0207,13.806,13.8116,25.1051,20.5791,21.0683,9.09468,NotCR
RPS23,270.518,268.36,134.304,321.618,297.596,340.507,265.968,97.3156,93.5616,84.6908,170.66,140.14,87.836,100.494,87.2085,102.102,105.373,71.1999,147.525,115.372,298.559,372.875,560.931,407.425,404.573,269.343,187.416,243.442,212.604,224.736,314.888,105.194,74.6413,100.726,165.83,52.2434,215.101,193.027,188.479,259.611,668.014,114.624,171.281,225.617,328.081,318.262,212.586,234.597,146.64,83.2118,228.18,369.942,301.622,65.1162,NotCR
CHD1,18.2691,19.874,8.16171,13.4166,14.546,18.4683,14.0134,3.01242,2.91157,3.21182,20.1342,20.2861,4.08473,3.60494,3.21127,3.80114,3.16128,2.7508,5.99911,3.55059,18.1755,16.4207,29.4119,18.1804,19.9449,13.8766,12.7097,12.7846,10.104,12.2575,20.8177,5.71985,3.31687,5.57669,10.3427,6.09176,20.86,10.6135,7.16859,22.3288,26.4161,5.46694,13.3847,14.9854,14.4652,13.795,15.8755,19.9509,8.80664,26.9085,16.485,21.4473,15.5531,9.05704,NotCR
AP3S1,124.048,90.7392,53.7234,189.468,144.75,190.064,90.8077,73.7529,93.7729,72.4693,101.298,74.78,70.2836,110.873,81.2053,68.5571,89.7931,56.1298,76.3029,63.6629,85.7337,216.982,269.377,143.869,128.445,91.108,64.6739,88.2872,98.315,76.1602,100.732,45.3091,23.653,32.6779,37.5631,33.8619,75.8976,67.38,17.4732,115.847,110.207,41.2642,83.5054,65.2464,80.867,81.6506,80.3153,59.7923,50.2145,95.4078,83.9086,117.654,110.186,32.4461,NotCR
HSD17B4,88.2518,97.2021,129.815,88.435,84.392,70.9568,78.8212,49.7487,45.0457,50.7357,54.4214,51.795,52.2508,56.6881,50.7807,61.8095,47.0688,44.5609,105.187,66.1598,97.1092,78.8796,59.2251,86.8046,87.15,50.4811,64.112,54.395,86.1281,53.4771,71.1419,53.3918,49.6916,43.5737,60.5865,119.847,107.418,69.0097,36.7642,82.9406,68.8116,47.224,86.5275,88.3203,88.2035,84.11,76.0672,64.2683,67.187,43.4178,203.836,77.4306,86.9524,16.8112,NotCR
SLC12A2,10.8482,8.22062,14.8726,5.81918,5.93338,8.0045,7.62433,9.10162,6.63701,10.0073,20.3203,19.8766,9.3786,10.7404,13.4527,10.767,6.79164,11.8702,38.1753,19.7988,12.8381,10.6474,14.8188,11.0623,9.04646,17.0308,23.0653,25.7837,4.41262,27.5517,7.63253,3.42877,3.91261,2.79033,3.42694,1.67254,10.0975,43.7703,6.0034,27.3463,11.9241,3.62358,10.7423,17.7952,27.3151,46.6233,28.0857,4.57143,25.8165,15.6647,11.0681,10.9364,7.07009,0.483363,NotCR
SLC27A6,0.108224,0.0637165,11.3206,0.032359,0.162422,0.0313943,0.362357,0.491798,0.147137,0.416206,0.0874525,0.107828,0.0723262,0.0765693,0.630371,1.63854,0.482139,0.112443,5.19436,1.25347,1.66427,0.0884738,0.009047,3.03194,1.54224,0.47768,0.534908,9.97028,4.13699,22.2627,1.01661,9.1772,8.56018,0.0102059,0.0318877,0.0192961,0.444775,4.34524,0.15738,20.644,9.6587,0.0422266,0.968593,1.77256,1.50812,0.642626,1.29775,0.0465715,0.210081,11.1035,1.43014,0.959892,3.88164,0.0,NotCR
RAD50,13.4035,11.8049,13.163,15.4412,15.148,16.8251,18.6882,4.63972,5.59976,6.07081,14.5948,14.1479,8.19148,8.61508,5.16036,6.48641,6.67726,4.93447,7.73936,5.33573,13.5935,27.9079,36.0987,17.8652,19.8836,17.5701,12.9157,16.7641,13.1728,16.8437,17.695,6.40875,4.86154,6.08761,7.89178,5.24169,12.6263,12.9354,8.75863,17.6645,23.3446,6.60093,17.4661,14.8664,14.1998,14.4793,14.1722,10.22,11.8678,15.4529,17.2447,21.4803,17.0627,1.3463,NotCR
UQCRQ,132.588,150.828,216.589,168.057,173.446,152.405,167.543,147.071,169.211,136.814,123.628,115.609,146.081,188.3,127.711,153.407,150.797,125.12,145.392,165.18,135.245,237.463,191.397,140.57,138.165,163.378,184.689,151.208,200.669,156.266,134.471,284.196,368.276,175.523,216.63,286.796,124.033,158.456,306.804,124.307,110.938,73.7656,182.379,208.103,123.328,120.275,155.459,108.316,190.846,135.156,158.428,125.549,156.1,22.9363,NotCR
SKP1,49.2172,46.6649,53.8687,91.0534,80.4505,92.7024,58.1903,43.6769,55.6312,43.7557,101.927,80.6026,59.5516,75.4162,42.0479,56.4486,49.1836,37.4214,71.3674,53.6913,52.8105,56.158,38.6259,68.5664,69.4953,63.1278,38.1635,64.3499,39.0043,61.7335,69.8737,38.4222,30.1971,35.5208,54.7147,15.4602,47.7566,37.189,49.8603,68.246,72.2271,12.4806,64.0442,55.2345,48.6455,49.3903,37.3955,35.8637,28.131,57.8789,66.0541,68.5484,49.8061,17.4286,NotCR
HSPA9,114.288,126.64,278.017,117.409,114.942,131.263,141.304,75.304,94.5962,89.3362,130.74,112.686,108.636,128.923,66.3542,97.9248,88.4934,73.0423,105.536,87.8884,122.126,243.929,301.843,125.706,125.515,111.224,109.933,112.218,121.326,107.676,115.044,113.779,126.269,92.4115,121.873,113.721,111.839,115.8,191.584,139.844,154.504,49.0848,129.354,105.961,121.159,125.16,98.0331,89.9362,108.096,112.099,142.532,126.336,121.816,18.548,NotCR
SLC25A2,0.113604,0.0801347,0.0765774,0.0766769,0.0983911,0.107283,0.147186,0.0415635,0.0508169,0.0619488,0.0855233,0.106494,0.10773,0.0898369,0.0530582,0.0493982,0.0716901,0.0374851,0.0565327,0.0316125,0.183685,0.043897,0.0350758,0.310541,0.250697,0.0969319,0.0930887,0.0801421,0.12435,0.0748011,0.226782,0.0414275,0.0179744,0.0724942,0.240389,0.0922884,0.176336,0.216027,0.0137005,0.462133,0.220671,0.0564486,0.456406,0.392026,0.265695,0.223583,0.126612,0.15797,0.0650469,15.4413,0.25663,0.212953,0.219758,0.0538109,NotCR
RPS14,699.156,608.563,370.096,641.16,636.844,744.857,663.148,242.845,195.421,179.678,237.54,192.251,176.339,209.502,189.168,210.191,222.832,160.418,288.511,235.782,767.677,943.993,1292.37,953.531,887.1,608.493,496.629,603.274,596.933,537.819,679.271,241.057,173.076,232.846,339.595,175.467,531.744,549.938,321.564,651.618,1372.37,449.743,427.368,627.753,995.147,1008.01,537.561,627.716,455.533,223.004,611.663,844.497,779.941,246.535,NotCR
SLC36A2,0.197416,0.0713213,0.014732,0.0324235,0.0957282,0.0431913,0.081266,0.00865065,0.00702097,0.0125002,0.0253563,0.0254893,0.0098108,0.00964493,0.00902113,0.00781083,0.00954081,0.00948966,0.0343168,0.012381,0.0893592,0.0087082,0.0137951,0.0128591,0.0214945,0.01794,0.0124515,0.0392743,0.0145583,0.0363154,0.0188539,0.0452418,0.0641404,30.4297,5.73822,0.00633239,0.0267568,0.127613,34.7525,26.1734,0.0249275,0.00551522,0.0260101,0.0346393,0.0643508,0.0622478,0.0161349,0.0133996,0.00954632,2.1161,0.0245195,0.0387201,0.0535741,0.00975993,NotCR
SLC36A1,8.68097,7.13661,5.09476,8.73992,9.05641,5.91323,9.36952,1.92067,2.82386,2.32629,58.031,66.4432,5.59944,6.55308,2.53306,3.13116,2.46462,2.10451,3.50611,2.59921,6.4585,10.2499,3.72806,6.47485,7.79176,6.12702,11.1415,6.69613,6.70397,6.42916,6.59275,2.37911,1.45611,3.29243,3.45904,1.60616,9.84899,5.78144,4.03431,19.2453,6.09843,3.68817,6.46381,9.37419,4.42363,5.03949,17.4235,12.9019,5.26416,15.59,6.08566,7.98011,7.48884,10.2767,NotCR
SGCD,3.07514,2.00078,3.06427,20.2038,11.7098,26.6293,4.17702,1.91657,1.86198,1.11128,0.563607,0.795999,1.96399,1.97059,1.64895,1.58509,1.1278,0.915159,6.5933,1.87126,2.53497,4.95147,0.0445689,4.09301,5.12709,9.01359,2.85275,14.1891,1.00587,12.616,3.88361,12.7824,12.2382,0.323907,0.243632,0.301743,5.58721,1.63198,15.2319,7.67477,8.64352,0.165648,1.85699,2.95894,1.26693,1.60885,1.83102,0.954025,1.50393,1.11228,5.84744,7.23333,2.99247,0.031942,NotCR
FBXW11,24.568,19.7468,23.3933,34.8605,29.6718,41.2631,26.5734,24.1276,27.8178,28.0913,56.351,40.0505,27.6812,38.1838,25.5772,28.7245,30.7817,24.0729,40.9952,28.1921,21.1745,33.2085,35.7677,29.174,29.2728,23.4459,15.2818,24.2299,27.3127,23.8841,29.4466,15.7611,13.6283,12.8628,18.4502,8.44783,28.3903,19.1716,19.8863,32.4794,30.1806,11.3794,24.5908,22.2924,19.9544,21.2022,16.2206,17.8712,20.9436,19.225,23.4104,35.4959,28.406,4.29551,NotCR
RPL26L1,18.217,19.4697,28.4953,21.5012,21.0885,17.8885,18.888,13.3283,16.4508,15.5155,15.7395,13.0959,14.9496,19.8952,13.3801,16.8841,17.5308,12.2338,15.2127,13.9156,19.3317,68.3211,52.302,22.2539,22.9577,16.0492,15.1691,17.0804,24.0197,17.2877,24.1022,12.2957,10.3882,17.5531,26.0811,13.8428,19.8106,16.3857,12.2955,21.9551,23.8435,6.99276,24.9105,21.3802,15.5785,15.833,15.356,19.6327,14.9877,96.8167,24.91,25.0472,21.6066,3.1685,NotCR
PRELID1,83.9779,91.6573,86.9249,94.2435,90.3646,85.5251,82.8695,34.3931,43.8116,37.4422,46.8772,44.8392,50.7301,58.1727,32.9097,41.7937,40.8467,32.9191,41.69,39.1696,90.7275,181.229,249.18,85.9973,85.3916,82.6553,99.8036,84.0636,123.229,86.797,84.6707,31.6609,20.5299,85.1709,78.7328,71.6683,98.4735,89.0832,13.8917,82.3077,83.4279,103.976,74.4841,80.5307,107.112,118.35,115.845,131.513,80.3166,57.5581,87.1592,91.4548,90.6681,140.819,NotCR
SQSTM1,114.586,86.0316,131.265,135.564,100.694,140.41,113.345,24.5088,28.5072,26.2952,74.9535,66.1473,35.4774,38.8814,21.9477,29.9459,28.4048,23.6374,36.5794,28.5678,92.0202,133.968,47.0178,89.229,108.073,79.6421,54.5825,91.8471,48.7482,84.3134,85.3519,50.6942,39.7057,38.3363,42.5739,40.5774,95.2226,79.588,155.165,92.905,95.5382,35.686,57.5528,70.9347,50.5473,57.4097,57.5311,53.4799,63.745,33.3126,124.782,95.8294,76.9359,34.3939,NotCR
MAPK9,14.9116,12.3077,14.1299,18.2575,16.903,21.0557,16.5943,18.4707,31.8554,21.8964,91.7532,65.2566,34.3294,57.3075,19.5206,24.9034,26.0797,17.5268,21.6891,16.9207,13.4158,16.5623,16.4075,15.2662,16.6196,19.0581,12.9329,15.5585,9.01899,16.9225,14.4619,9.71602,7.98138,6.80445,7.93915,5.40096,15.3869,11.8451,13.0702,16.0404,13.0563,10.1339,14.8659,14.9257,8.65133,9.42409,11.7698,10.5635,11.7443,14.4491,18.3334,16.4321,12.907,2.72263,NotCR
CNOT6,11.0563,10.239,7.44203,10.8522,12.2808,14.1371,14.4867,6.1862,6.1805,7.53065,30.7381,23.3168,6.3646,7.32703,5.51028,6.52128,7.94817,5.72423,7.99274,5.53352,12.2266,17.7888,23.0024,17.6899,16.6884,13.4932,11.3255,12.0515,16.2762,12.8641,13.4418,4.53577,3.19089,6.9283,9.30245,3.32761,15.1757,11.9008,3.40443,18.4989,17.2491,3.67113,11.6162,14.2018,15.5493,14.7644,12.4658,11.9323,8.72386,18.7807,15.5567,16.4014,16.8632,3.76961,NotCR
RACK1,511.0,480.844,334.687,428.19,414.824,438.333,475.724,92.7715,86.7912,92.2679,223.909,198.562,90.2932,95.7978,84.4764,104.443,107.655,83.1113,155.621,102.414,549.366,847.432,990.263,699.059,802.774,403.531,340.365,385.547,479.817,346.01,567.834,175.162,122.765,211.567,278.733,138.741,438.541,441.384,265.146,438.404,1199.34,357.252,385.572,491.321,674.976,678.772,349.603,443.149,330.675,163.53,436.287,674.724,575.85,279.971,NotCR
HUS1B,0.535511,0.646023,0.173852,0.610593,0.591695,0.657621,0.835447,0.15337,0.123969,0.120708,0.125221,0.181561,0.159215,0.120953,0.206003,0.19981,0.133902,0.138135,0.501176,0.287585,0.580063,0.177677,0.396483,1.60989,1.69449,0.576829,0.38144,0.544589,0.638761,0.442946,0.689728,0.337447,0.164926,0.479363,0.40394,0.341732,1.11819,0.614607,0.136806,1.25979,0.981638,0.0695659,0.827,1.49506,0.926191,0.714536,0.365292,0.665065,0.247901,4.85537,0.911715,1.10958,1.27255,0.179665,NotCR
ECI2,65.699,64.0005,136.679,44.101,49.8488,46.5451,53.1191,31.7672,30.4528,42.9545,33.6439,30.4916,30.8551,30.9157,25.2283,35.4258,50.0362,35.8778,34.4682,34.3306,67.7529,91.5082,53.4512,75.678,75.7136,49.6621,57.9366,52.8386,25.9067,47.9652,70.2865,60.796,86.3508,75.118,77.5507,98.0936,42.8868,32.905,99.0585,69.6383,96.5925,52.7293,83.512,57.8613,30.7672,32.7637,46.635,44.577,94.9512,63.115,53.7494,71.4409,43.9338,7.40935,NotCR
EEF1E1,9.27512,9.32538,17.984,18.7144,14.1079,13.996,10.3862,9.48504,11.1976,9.18173,20.0772,15.9284,11.1637,15.9122,8.81641,17.7712,11.2209,7.68734,17.4267,12.1439,10.7895,29.7297,31.0622,10.1075,12.0146,9.23254,8.17943,9.5007,13.2641,9.90985,11.9196,5.66832,4.8465,12.7343,30.7372,5.01415,10.6681,9.6968,5.75298,13.4673,12.7103,7.63838,20.3068,12.0296,7.31202,6.38777,8.9051,11.2541,11.3928,34.2867,11.9218,13.107,11.2965,0.978884,NotCR
GPX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67907,0.0,0.0,0.0,0.0,NotCR
UBD,0.834636,0.31571,0.0,0.163787,0.342862,0.127425,0.550976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109273,0.0,0.76503,0.0,7.2558,0.103442,0.225249,0.438454,0.720262,0.441367,0.97959,0.393905,0.144561,0.0640972,0.0,4.19665,3.37145,1.43602,1.52653,3.17101,0.0,0.87581,0.0,1.58571,0.126381,1.13594,0.234309,0.331175,4.77575,4.42985,0.425631,0.117642,0.279999,0.118235,0.26202,0.0,NotCR
DDX39B,210.6,197.455,162.112,179.379,183.59,191.727,218.807,52.4129,57.5889,64.0937,265.446,252.61,71.5809,69.7023,53.7328,70.4453,69.1643,54.2182,82.0899,60.2066,230.061,266.868,236.784,317.403,306.065,219.411,167.499,212.67,151.213,197.255,296.103,96.5677,62.5673,93.3674,144.749,82.0898,239.589,146.325,81.9314,261.148,319.972,94.2167,249.092,254.286,193.027,190.488,203.227,274.718,132.86,145.345,274.493,342.133,225.965,130.461,NotCR
HSPA1L,1.74282,1.82931,2.17879,3.35558,2.66887,2.73891,3.34383,2.48279,3.00763,3.33619,3.20982,2.99654,3.68289,4.3834,2.09309,2.60859,3.43646,2.65517,3.63419,2.35328,1.74149,1.7866,2.32603,4.09427,4.00285,3.28279,1.86655,2.66784,1.03098,2.65954,4.93633,1.05091,0.857615,1.09584,2.10084,0.71549,2.20054,1.6218,2.62406,2.86629,4.78681,0.673873,3.45595,2.2929,1.63747,1.59803,2.25053,4.16058,1.46387,164.327,3.48881,4.77152,2.35159,4.96398,NotCR
HSPA1A,42.0817,103.575,43.4277,106.289,86.6224,79.7801,121.14,44.8875,42.5532,57.6301,44.8031,53.5992,38.4271,42.4843,63.517,62.4129,51.1278,47.9022,140.147,77.1967,43.558,17.7654,10.9321,128.719,91.7674,130.045,71.2055,102.811,69.0587,94.0183,78.6648,94.008,51.5711,127.645,142.693,119.114,108.799,37.8057,32.0422,64.9629,57.8004,9.86355,108.388,100.728,60.6154,46.361,24.014,46.1259,47.1061,42.5554,57.8153,109.949,85.6699,172.222,NotCR
PSMB8,113.397,98.8763,101.355,58.2884,73.1817,54.2603,78.1503,17.7616,14.5501,17.1657,9.64265,11.6939,15.1571,13.3114,16.9696,22.2253,16.6081,17.2855,31.3942,27.9809,104.695,80.7222,416.842,93.4196,99.7864,68.7104,108.517,58.4983,78.5,56.329,99.7086,22.1602,16.4073,55.0741,79.6496,66.7381,166.827,65.7028,9.56248,89.4824,69.4229,17.0964,51.226,88.8123,100.989,95.863,160.577,277.505,65.345,11.5353,90.7413,103.16,96.2962,154.957,NotCR
BRD2,122.176,105.415,92.3797,132.132,123.779,149.223,133.632,42.3878,49.8307,45.4017,167.945,164.257,65.8301,63.6071,47.3061,47.1361,47.0994,37.7612,62.5085,43.4693,118.742,100.876,148.857,158.154,173.423,122.39,93.7085,119.36,102.42,106.628,165.892,44.5167,31.412,66.0311,101.947,49.613,142.203,103.481,52.788,159.032,171.8,53.5312,152.142,136.101,115.01,121.571,111.025,150.807,89.1872,175.572,197.135,179.48,135.398,67.5286,NotCR
RPS18,3394.24,3173.82,1891.93,2341.32,2717.6,2618.72,3143.93,985.704,735.798,750.852,1037.33,889.159,646.936,731.708,733.065,814.01,931.641,687.757,1239.32,964.305,3911.14,6514.55,8284.5,4693.56,4749.84,2624.31,2455.97,2381.03,4002.68,2206.83,3672.2,965.507,619.54,1067.57,1746.44,816.467,2498.08,2612.39,1276.97,3107.2,8251.12,2143.78,1664.63,3173.57,6416.41,6590.97,2489.83,3150.25,2077.3,1142.86,2580.75,4112.14,4339.54,710.643,NotCR
ITPR3,32.5697,31.1933,18.3994,9.95148,23.0285,13.0298,25.7365,2.84208,3.33846,3.64318,5.41534,7.01586,5.49062,3.82775,3.14884,4.0132,3.83729,3.32396,7.8278,4.66218,32.4511,46.6814,35.5993,37.1172,37.352,23.5315,43.4789,24.2243,31.5526,22.6741,38.1922,11.3454,8.76601,12.9917,27.9632,1.8295,72.3638,33.6643,3.88908,135.751,31.9973,9.25603,17.1335,33.152,107.076,105.507,64.3553,74.8862,36.4854,44.5672,133.338,26.5594,56.4209,4.37791,NotCR
RPL10A,941.196,927.982,543.786,924.192,976.591,1098.76,1241.84,256.043,218.773,189.809,389.057,353.884,211.244,231.173,195.173,237.98,259.698,162.37,310.735,250.18,1142.33,1433.41,1668.19,1691.14,1714.19,1068.75,740.512,951.394,1000.31,859.133,1454.66,327.608,197.534,354.506,552.744,244.67,759.811,812.111,432.741,973.602,2562.65,530.398,615.432,1085.45,1494.71,1390.7,781.816,802.041,606.815,240.271,918.849,1502.17,1280.66,273.305,NotCR
MAPK14,34.8154,31.2801,23.2726,31.4138,27.8436,33.518,40.6348,6.42328,8.48214,7.71168,30.906,28.7047,12.0859,11.9353,6.79412,8.25516,8.82549,6.24748,8.26384,5.91875,29.5606,38.5714,27.7094,41.6379,45.3658,30.2448,24.9243,33.0101,30.0255,33.4973,38.7965,12.5088,8.50298,14.508,19.9857,18.5864,37.7448,22.2089,13.8994,37.8168,27.0991,8.73134,23.8074,24.7463,34.0335,39.4245,26.768,48.2181,17.2291,13.5855,35.3624,57.3829,39.5559,72.3676,NotCR
CDKN1A,198.865,300.972,65.3594,417.829,249.203,369.658,193.814,12.3837,10.353,13.0315,6.36021,8.71729,13.6322,11.409,11.9851,18.3068,13.0828,9.11055,32.2914,20.1552,146.365,375.177,228.969,152.6,106.993,85.612,99.4723,93.9746,144.321,95.9148,250.708,74.7343,56.1859,59.5473,73.9984,54.2047,201.494,74.9705,118.116,179.453,261.287,44.0733,127.376,90.85,238.885,212.855,117.099,37.0049,70.6408,73.9433,106.701,96.6442,182.63,23.1257,NotCR
MTCH1,176.779,164.623,233.262,225.674,197.567,187.23,193.129,134.639,220.81,155.402,189.784,196.873,275.551,301.647,140.846,216.467,211.567,114.034,207.046,152.181,176.442,175.485,103.208,301.568,280.911,178.058,128.371,177.262,122.027,177.225,241.473,150.711,113.105,111.198,122.261,52.6062,253.548,151.126,64.1786,271.398,243.355,73.5568,355.246,241.789,186.054,202.113,133.312,176.961,129.812,125.604,531.418,215.999,224.411,76.8592,NotCR
GNMT,1.65055,1.27618,1.33379,2.26659,1.99008,1.94925,1.86942,1.50023,1.73979,1.43695,3.87341,4.45725,1.93925,1.73516,1.67675,2.11331,1.74233,1.08396,1.81149,1.27395,3.15805,0.558012,1.12451,2.43658,2.19195,1.41657,0.937205,2.9081,0.925677,2.1621,3.00242,1.0793,1.64889,0.937793,1.66844,124.756,3.67809,8.23999,0.931081,3.20348,4.01906,270.449,9.04526,23.8547,1.36966,1.63651,2.31285,5.36103,21.1183,2.08684,3.90499,2.73695,1.65266,3.63226,NotCR
MRPL2,31.5567,26.1645,32.7911,30.7643,28.934,32.3172,32.82,14.8243,21.4261,18.0649,33.1369,31.5995,25.37,29.9047,14.7106,20.2442,21.6983,16.1126,16.5103,17.7436,33.4332,38.1901,48.0912,31.6811,34.3177,31.3407,31.6214,30.4597,27.1033,30.5094,34.3879,26.0202,26.8297,23.7472,30.4403,30.0025,25.8589,26.623,39.5301,34.1731,32.1479,14.5855,35.3426,29.6867,27.7471,30.2711,27.1089,25.2098,24.391,44.0933,41.2996,34.238,29.4083,7.66239,NotCR
ABCC10,9.11224,8.65276,12.4127,12.6221,11.7086,10.541,16.8085,4.07264,5.39186,4.90537,26.7035,29.7332,9.17352,7.41054,4.74264,6.19559,5.4069,4.10346,6.58269,4.04265,10.0555,12.6509,12.2224,20.6867,18.5742,13.2178,10.9413,11.1296,12.7229,11.1264,15.5349,4.80956,3.60326,5.78848,7.3267,3.29448,13.5599,13.3227,3.58762,15.5536,24.4942,7.17337,22.3406,19.4589,10.7206,10.7217,11.6642,13.1928,9.28627,11.3654,18.8538,20.8804,17.5818,4.46039,NotCR
RCAN2,56.7186,20.0366,5.12543,283.282,206.088,362.753,86.8405,25.206,62.5238,52.0683,84.5631,67.1926,95.5796,140.657,26.2273,55.1268,49.2702,45.2833,50.3304,56.5126,25.5346,7.10589,0.138795,46.0157,29.1501,21.8364,20.0869,102.386,9.04526,45.6689,27.3482,62.1182,98.4933,20.4324,15.6159,1.95268,28.1741,8.3688,48.3019,38.6799,30.8051,3.00078,28.2134,25.6688,14.483,24.8973,23.113,8.45989,27.7153,7.73534,26.2018,37.4417,20.7795,0.203778,NotCR
FBXO9,29.1406,26.0442,74.6959,35.4927,36.1546,37.1486,33.2737,12.0326,18.4937,14.3039,57.6578,51.806,25.7031,33.5645,12.4124,17.4998,15.7605,11.8049,13.4801,13.2707,32.0245,27.8028,18.0689,33.8558,42.168,36.4972,24.0353,43.6266,29.1432,46.3183,40.2412,13.6933,8.75863,18.0169,18.1993,18.0967,30.3101,25.9629,12.8938,35.1636,34.5726,15.5711,33.768,34.7933,26.0745,25.7359,27.8412,32.3664,27.7492,25.6635,40.0658,40.7296,31.0116,21.5665,NotCR
GCLC,18.4591,14.0492,14.6786,8.77211,9.64064,9.49303,33.022,9.58348,8.56707,14.0707,11.219,10.1412,10.0316,11.6421,9.9668,10.763,13.8565,11.8896,16.495,12.8383,16.8518,10.0309,9.82379,12.201,14.5808,24.2182,17.4183,21.1925,25.5693,23.1207,13.0759,5.15198,4.67153,7.83529,6.17997,25.5583,12.7035,15.3983,5.36563,13.6137,11.9077,6.76927,10.5219,24.5335,15.7213,13.8142,25.0118,27.6252,18.5243,10.4346,22.2097,13.1499,26.1719,2.76292,CR
RIMS1,0.221638,0.0976087,0.0270344,0.674395,0.0953393,1.0419,0.0834674,14.9225,21.2051,7.2279,91.9581,60.5373,21.6779,25.2096,12.0594,5.3256,6.04413,5.39844,2.09613,2.66291,0.10398,0.0356805,0.0212581,0.0282661,0.0485287,0.296795,0.117065,1.25702,0.13157,4.29871,0.0795935,0.0181686,0.0416797,0.0214251,0.020261,0.00800465,0.295357,0.422879,0.088097,0.131907,0.048592,0.218282,3.80857,0.403312,0.116517,0.203013,0.193227,0.010533,0.384294,2.80052,0.049762,0.033857,0.0317493,0.0054773,NotCR
EEF1A1,2803.74,2706.54,1843.43,2814.24,2665.42,2980.18,3102.27,565.732,445.405,629.483,851.203,667.114,427.093,472.067,497.224,641.719,790.285,498.689,1175.96,692.693,2761.11,5147.17,5124.59,4019.47,3953.09,2829.79,1829.94,2611.63,2141.52,2572.05,2978.63,833.847,214.775,1392.94,1639.94,535.109,2308.73,2167.48,217.003,2409.63,5088.79,1523.26,1599.28,2358.08,2688.47,2609.34,1876.02,1768.94,1576.73,653.383,2476.47,3734.58,2853.64,804.008,NotCR
HTR1B,0.91536,0.279325,0.069417,11.6835,11.0013,20.6536,2.40707,0.424763,0.757835,1.48441,0.143999,0.302878,1.3101,1.31911,0.275105,0.65871,3.14058,1.09306,0.259385,0.329958,0.405095,8.90443,0.0,1.46041,0.569353,0.142079,0.171802,2.05692,0.110327,2.32884,0.763227,0.0283558,0.0260634,0.130911,0.623195,0.0137305,0.76864,0.0779779,0.0487312,0.682719,0.380015,0.0413134,0.377616,0.436663,0.0983715,0.295485,0.215846,0.112836,1.03836,1.79103,0.41096,0.756659,0.550144,0.0,NotCR
